date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:39:19	206771/206771	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Jun%202023%2010:38:10%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/faqs.html	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/faqs.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:19	196942/196942	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Jun%202023%2010:38:10%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/find-a-store.html	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/find-a-store.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:19	191901/191901	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Jun%202023%2010:38:10%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/404.html	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/404.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:20	226323/226323	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Jun%202023%2010:38:10%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/blocks/blog.html	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/blocks/blog.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:20	279511/279511	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Jun%202023%2010:38:10%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/blocks/banner.html	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/blocks/banner.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:21	310059/310059	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Jun%202023%2010:38:10%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/blocks/call-to-action.html	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/blocks/call-to-action.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:21	208321/208321	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Jun%202023%2010:38:10%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/blocks/hero.html	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/blocks/hero.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:21	1099596/1099596	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Jun%202023%2010:38:10%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/blocks/products.html	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/blocks/products.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:21	604333/604333	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Jun%202023%2010:38:10%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/blocks/products-slide.html	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/blocks/products-slide.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:22	862965/862965	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Jun%202023%2010:38:10%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/blocks/product-tabs.html	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/blocks/product-tabs.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:22	224673/224673	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Jun%202023%2010:38:10%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/blocks/news-letter.html	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/blocks/news-letter.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:22	233946/233946	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Jun%202023%2010:38:10%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/blocks/features.html	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/blocks/features.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:22	227160/227160	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Jun%202023%2010:38:10%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/blocks/info.html	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/blocks/info.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:23	232126/232126	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Jun%202023%2010:38:10%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/blocks/instagram.html	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/blocks/instagram.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:23	205878/205878	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Jun%202023%2010:38:10%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/blocks/video.html	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/blocks/video.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:23	230879/230879	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Jun%202023%2010:38:10%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/blocks/team.html	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/blocks/team.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:23	250864/250864	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Jun%202023%2010:38:10%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/blocks/testimonials.html	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/blocks/testimonials.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:23	208036/208036	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Jun%202023%2010:38:10%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/blocks/header.html	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/blocks/header.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:24	207003/207003	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Jun%202023%2010:38:10%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/blocks/footer.html	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/blocks/footer.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:24	161400/161400	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Jun%202023%2010:38:16%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/docs/usage/getting-started.html	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/docs/usage/getting-started.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:24	192426/192426	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Jun%202023%2010:38:16%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/docs/components/accordion.html	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/docs/components/accordion.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:24	155103/155103	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Jun%202023%2010:38:16%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/docs/usage/changelog.html	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/docs/usage/changelog.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:24	2295/2295	---M--	200	added ('OK')	image/png	etag:%22645511e6-8f7%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/others/logo.png	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/images/others/logo.png	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:25	2295/2295	---M--	200	added ('OK')	image/png	etag:%22645511e6-8f7%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/others/logo-white.png	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/images/others/logo-white.png	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:25	457/457	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Jun%202023%2010:38:16%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/index-2.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:25	80981/80981	---M--	200	added ('OK')	image/jpeg	etag:%22645511e8-13c55%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-01.jpg	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-01.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:26	69169/69169	---M--	200	added ('OK')	image/jpeg	etag:%22646b3828-10e31%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-01.jpg	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-01.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:26	84924/84924	---M--	200	added ('OK')	image/jpeg	etag:%22645511e8-14bbc%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-02.jpg	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-02.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:28	94755/94755	---M--	200	added ('OK')	image/jpeg	etag:%22646b3828-17223%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-02.jpg	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-02.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:28	91626/91626	---M--	200	added ('OK')	image/jpeg	etag:%22645511e8-165ea%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-03.jpg	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-03.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:29	35920/35920	---M--	200	added ('OK')	image/jpeg	etag:%22646b3828-8c50%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-03.jpg	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-03.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:29	170470/170470	---M--	200	added ('OK')	image/jpeg	etag:%2263332990-2e154%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/instagram/instagram-01.jpg	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/images/instagram/instagram-01.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:30	337560/337560	---M--	200	added ('OK')	image/jpeg	etag:%22632c196c-57dd2%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/instagram/instagram-02.jpg	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/images/instagram/instagram-02.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:30	268322/268322	---M--	200	added ('OK')	image/jpeg	etag:%22632c196c-4691c%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/instagram/instagram-04.jpg	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/images/instagram/instagram-04.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:30	886384/886384	---M--	200	added ('OK')	image/jpeg	etag:%22632c196c-e043e%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/instagram/instagram-03.jpg	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/images/instagram/instagram-03.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:31	281811/281811	---M--	200	added ('OK')	image/jpeg	etag:%22632c196c-4edca%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/instagram/instagram-05.jpg	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/images/instagram/instagram-05.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:31	1121513/1121513	---M--	200	added ('OK')	image/jpeg	etag:%22632c196c-128a55%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/instagram/instagram-06.jpg	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/images/instagram/instagram-06.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:31	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:%22603e8adc-15d9d%22	https://cdnjs.cloudflare.com/ajax/libs/jquery/3.6.0/jquery.min.js	C:/My%20Web%20Sites/Cloting_shop01/cdnjs.cloudflare.com/ajax/libs/jquery/3.6.0/jquery.min.js	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:31	136703/136703	---MCZ	200	added ('OK')	application/javascript	etag:W/%22628ce4ce-32a0b%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/bootstrap/js/bootstrap.bundle.js	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/bootstrap/js/bootstrap.bundle.js	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:31	10676/10676	---MCZ	200	added ('OK')	application/javascript	etag:W/%22627eed42-29b4%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/clipboard/clipboard.min.js	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/clipboard/clipboard.min.js	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:32	22201/22201	---MCZ	200	added ('OK')	application/javascript	etag:W/%22630755a2-56b9%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/vanilla-lazyload/lazyload.min.js	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/vanilla-lazyload/lazyload.min.js	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:32	8833/8833	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262e7f2d8-2281%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/waypoints/jquery.waypoints.min.js	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/waypoints/jquery.waypoints.min.js	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:32	46992/46992	---MCZ	200	added ('OK')	application/javascript	etag:W/%226303bab4-b790%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/lightgallery.min.js	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/lightgallery.min.js	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:32	16354/16354	---MCZ	200	added ('OK')	application/javascript	etag:W/%22627ba218-3fe2%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/plugins/zoom/lg-zoom.min.js	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/plugins/zoom/lg-zoom.min.js	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:32	9225/9225	---MCZ	200	added ('OK')	application/javascript	etag:W/%22627ba218-2409%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/plugins/thumbnail/lg-thumbnail.min.js	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/plugins/thumbnail/lg-thumbnail.min.js	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:33	8078/8078	---MCZ	200	added ('OK')	application/javascript	etag:W/%22627ba218-1f8e%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/plugins/video/lg-video.min.js	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/plugins/video/lg-video.min.js	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:34	3083/3083	---MCZ	200	added ('OK')	application/javascript	etag:W/%22627ba218-c0b%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/plugins/vimeoThumbnail/lg-vimeo-thumbnail.min.js	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/plugins/vimeoThumbnail/lg-vimeo-thumbnail.min.js	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:34	35445/35445	---MCZ	200	added ('OK')	application/javascript	etag:W/%22632d81fe-8a75%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/isotope/isotope.pkgd.min.js	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/isotope/isotope.pkgd.min.js	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:34	42865/42865	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633d9884-a771%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/slick/slick.min.js	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/slick/slick.min.js	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:34	70983/70983	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263327318-11547%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/gsap/gsap.min.js	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/gsap/gsap.min.js	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:34	3890/3890	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263327318-f32%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/gsap/ScrollToPlugin.min.js	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/gsap/ScrollToPlugin.min.js	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:35	39257/39257	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263327318-9959%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/gsap/ScrollTrigger.min.js	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/gsap/ScrollTrigger.min.js	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:35	762722/762722	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264805c3e-ba787%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/mapbox-gl/mapbox-gl.js	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/mapbox-gl/mapbox-gl.js	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:35	35585/35585	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264805e12-8b01%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/js/theme.min.js	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/js/theme.min.js	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:35	2011/2011	---M--	200	added ('OK')	image/jpeg	etag:%22639adfca-b17%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/products/product-03-75x100.jpg	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/images/products/product-03-75x100.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:35	2533/2533	---M--	200	added ('OK')	image/jpeg	etag:%22639adfca-d35%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/products/product-06-75x100.jpg	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/images/products/product-06-75x100.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:36	2296/2296	---M--	200	added ('OK')	image/jpeg	etag:%22639adfca-c56%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/products/product-09-75x100.jpg	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/images/products/product-09-75x100.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:36	13329/13329	---M--	200	added ('OK')	image/jpeg	etag:%22631b6fe2-3411%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/shop/product-gallery-05.jpg	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/images/shop/product-gallery-05.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:36	27727/27727	---M--	200	added ('OK')	image/jpeg	etag:%22631b6fe2-6c4f%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/shop/product-gallery-06.jpg	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/images/shop/product-gallery-06.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:37	11874/11874	---M--	200	added ('OK')	image/jpeg	etag:%22631b6fe2-2e62%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/shop/product-gallery-07.jpg	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/images/shop/product-gallery-07.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:37	30268/30268	---M--	200	added ('OK')	image/jpeg	etag:%22631b6fe2-763c%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/shop/product-gallery-08.jpg	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/images/shop/product-gallery-08.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:37	5178/5178	---M--	200	added ('OK')	image/png	etag:%22633db3a2-1556%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/shop/product-info-2.png	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/images/shop/product-info-2.png	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
17:39:37	2332/2332	---M--	200	added ('OK')	application/font-woff2	etag:%22627ba218-91c%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/fonts/lg.woff2?io9a6k	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/fonts/lgb687.woff2	(from https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/css/lightgallery-bundle.min.css)
17:39:38	4756/4756	---M--	200	added ('OK')	application/x-font-ttf	etag:%22627ba218-1294%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/fonts/lg.ttf?io9a6k	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/fonts/lgb687.ttf	(from https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/css/lightgallery-bundle.min.css)
17:39:38	4832/4832	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22627ba218-12e0%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/fonts/lg.woff?io9a6k	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/fonts/lgb687.woff	(from https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/css/lightgallery-bundle.min.css)
17:39:38	12834/12834	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22627ba218-3222%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/fonts/lg.svg?io9a6k	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/fonts/lgb687.svg	(from https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/css/lightgallery-bundle.min.css)
17:39:38	3783/3783	---M--	200	added ('OK')	image/gif	etag:%22627ba218-1052%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/images/loading.gif	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/images/loading.gif	(from https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/css/lightgallery-bundle.min.css)
17:39:39	105068/105068	---M--	200	added ('OK')	application/font-woff2	etag:%2262dea6f2-19a6c%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fontawesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fontawesome/webfonts/fa-brands-400.woff2	(from https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fontawesome/css/all.min.css)
17:39:39	181344/181344	---M--	200	added ('OK')	application/x-font-ttf	etag:%2262dea6f2-2c460%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fontawesome/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fontawesome/webfonts/fa-brands-400.ttf	(from https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fontawesome/css/all.min.css)
17:39:40	391736/391736	---M--	200	added ('OK')	application/font-woff2	etag:%2262dea6f2-5fa38%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fontawesome/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fontawesome/webfonts/fa-regular-400.woff2	(from https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fontawesome/css/all.min.css)
17:39:40	982412/982412	---M--	200	added ('OK')	application/x-font-ttf	etag:%2262dea6f2-efd8c%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fontawesome/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/Cloting_shop01/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fontawesome/webfonts/fa-regular-400.ttf	(from https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fontawesome/css/all.min.css)
